,Person,vote,Fecha,Documento,Materia,Artículo,Tipo,Resultado,Afir.,Neg.,Abst.,Detalle,vote2,date,dateDoc,name1,name2,party,sort
74,"Lorenzini Basso, Pablo",Abstención,6 de jul de 2017 - 12:21,Boletín N° 10207-10,Aprueba el acuerdo entre el Gobierno de la República...,,UNICA,APROBADO,49,18,13,Ver,-2.0,2017-07-06 12:21:00,2017-07-06 12:21:00 - Boletín N° 10207-10,"Lorenzini Basso, Pablo",Sr. Lorenzini B. Pablo,Partido Demócrata Cristiano,0
75,"Melo Contreras, Daniel",Abstención,6 de jul de 2017 - 12:21,Boletín N° 10207-10,Aprueba el acuerdo entre el Gobierno de la República...,,UNICA,APROBADO,49,18,13,Ver,-2.0,2017-07-06 12:21:00,2017-07-06 12:21:00 - Boletín N° 10207-10,"Melo Contreras, Daniel",Sr. Melo C. Daniel,Partido Socialista,-3
76,"Saldívar Auger, Raúl",Abstención,6 de jul de 2017 - 12:21,Boletín N° 10207-10,Aprueba el acuerdo entre el Gobierno de la República...,,UNICA,APROBADO,49,18,13,Ver,-2.0,2017-07-06 12:21:00,2017-07-06 12:21:00 - Boletín N° 10207-10,"Saldívar Auger, Raúl",Sr. Saldívar A. Raúl,Partido Socialista,-3
77,"Schilling Rodríguez, Marcelo",Abstención,6 de jul de 2017 - 12:21,Boletín N° 10207-10,Aprueba el acuerdo entre el Gobierno de la República...,,UNICA,APROBADO,49,18,13,Ver,-2.0,2017-07-06 12:21:00,2017-07-06 12:21:00 - Boletín N° 10207-10,"Schilling Rodríguez, Marcelo",Sr. Schilling R. Marcelo,Partido Socialista,-3
78,"Soto Ferrada, Leonardo",Abstención,6 de jul de 2017 - 12:21,Boletín N° 10207-10,Aprueba el acuerdo entre el Gobierno de la República...,,UNICA,APROBADO,49,18,13,Ver,-2.0,2017-07-06 12:21:00,2017-07-06 12:21:00 - Boletín N° 10207-10,"Soto Ferrada, Leonardo",Sr. Soto F. Leonardo,Partido Socialista,-3
79,"Tarud Daccarett, Jorge",Abstención,6 de jul de 2017 - 12:21,Boletín N° 10207-10,Aprueba el acuerdo entre el Gobierno de la República...,,UNICA,APROBADO,49,18,13,Ver,-2.0,2017-07-06 12:21:00,2017-07-06 12:21:00 - Boletín N° 10207-10,"Tarud Daccarett, Jorge",Sr. Tarud D. Jorge,Partido Por la Democracia,-2
80,"Aguiló Melo, Sergio",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Aguiló Melo, Sergio",Sr. Aguiló M. Sergio,Izquierda Ciudadana,-3
81,"Alvarado Ramírez, Miguel Ángel",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Alvarado Ramírez, Miguel Ángel",Sr. Alvarado R. Miguel Ángel,Partido Por la Democracia,-2
82,"Alvarez-Salamanca Ramírez, Pedro Pablo",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Alvarez-Salamanca Ramírez, Pedro Pablo",Sr. Alvarez-Salamanca R. Pedro Pablo,Unión Demócrata Independiente,4
83,"Arriagada Macaya, Claudio",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Arriagada Macaya, Claudio",Sr. Arriagada M. Claudio,Partido Demócrata Cristiano,0
84,"Auth Stewart, Pepe",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Auth Stewart, Pepe",Sr. Auth S. Pepe,Independientes,1
85,"Bellolio Avaria, Jaime",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Bellolio Avaria, Jaime",Sr. Bellolio A. Jaime,Unión Demócrata Independiente,4
86,"Berger Fett, Bernardo",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Berger Fett, Bernardo",Sr. Berger F. Bernardo,Renovación Nacional,2
87,"Browne Urrejola, Pedro",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Browne Urrejola, Pedro",Sr. Browne U. Pedro,Independientes,1
88,"Campos Jara, Cristián",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Campos Jara, Cristián",Sr. Campos J. Cristián,Partido Por la Democracia,-2
89,"Cariola Oliva, Karol",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Cariola Oliva, Karol",Sra. Cariola O. Karol,Partido Comunista,-5
90,"Carvajal Ambiado, Loreto",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Carvajal Ambiado, Loreto",Sra. Carvajal A. Loreto,Partido Por la Democracia,-2
91,"Ceroni Fuentes, Guillermo",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Ceroni Fuentes, Guillermo",Sr. Ceroni F. Guillermo,Partido Por la Democracia,-2
92,"Chahin Valenzuela, Fuad",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Chahin Valenzuela, Fuad",Sr. Chahin V. Fuad,Partido Demócrata Cristiano,0
93,"Chávez Velásquez, Marcelo",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Chávez Velásquez, Marcelo",Sr. Chávez V. Marcelo,Partido Demócrata Cristiano,0
94,"Cicardini Milla, Daniella",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Cicardini Milla, Daniella",Sra. Cicardini M. Daniella,Partido Socialista,-3
95,"Coloma Alamos, Juan Antonio",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Coloma Alamos, Juan Antonio",Sr. Coloma A. Juan Antonio,Unión Demócrata Independiente,4
96,"De Mussy Hiriart, Felipe",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"De Mussy Hiriart, Felipe",Sr. De Mussy H. Felipe,Unión Demócrata Independiente,4
97,"Espejo Yaksic, Sergio",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Espejo Yaksic, Sergio",Sr. Espejo Y. Sergio,Partido Demócrata Cristiano,0
98,"Espinosa Monardes, Marcos",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Espinosa Monardes, Marcos",Sr. Espinosa M. Marcos,Partido Radical Social Demócrata,-4
99,"Espinoza Sandoval, Fidel",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Espinoza Sandoval, Fidel",Sr. Espinoza S. Fidel,Partido Socialista,-3
100,"Farcas Guendelman, Daniel",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Farcas Guendelman, Daniel",Sr. Farcas G. Daniel,Partido Por la Democracia,-2
101,"Farías Ponce, Ramón",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Farías Ponce, Ramón",Sr. Farías P. Ramón,Partido Por la Democracia,-2
102,"Fuentes Castillo, Iván",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Fuentes Castillo, Iván",Sr. Fuentes C. Iván,Independientes,1
103,"Girardi Lavín, Cristina",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Girardi Lavín, Cristina",Sra. Girardi L. Cristina,Partido Por la Democracia,-2
104,"González Torres, Rodrigo",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"González Torres, Rodrigo",Sr. González T. Rodrigo,Partido Por la Democracia,-2
105,"Hernando Pérez, Marcela",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Hernando Pérez, Marcela",Sra. Hernando P. Marcela,Partido Radical Social Demócrata,-4
106,"Hoffmann Opazo, María José",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Hoffmann Opazo, María José",Sra. Hoffmann O. María José,Unión Demócrata Independiente,4
107,"Jaramillo Becker, Enrique",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Jaramillo Becker, Enrique",Sr. Jaramillo B. Enrique,Partido Por la Democracia,-2
108,"Jarpa Wevar, Carlos Abel",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Jarpa Wevar, Carlos Abel",Sr. Jarpa W. Carlos Abel,Partido Radical Social Demócrata,-4
109,"Jiménez Fuentes, Tucapel",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Jiménez Fuentes, Tucapel",Sr. Jiménez F. Tucapel,Partido Por la Democracia,-2
110,"Lemus Aracena, Luis",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Lemus Aracena, Luis",Sr. Lemus A. Luis,Partido Socialista,-3
111,"León Ramírez, Roberto",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"León Ramírez, Roberto",Sr. León R. Roberto,Partido Demócrata Cristiano,0
112,"Lorenzini Basso, Pablo",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Lorenzini Basso, Pablo",Sr. Lorenzini B. Pablo,Partido Demócrata Cristiano,0
113,"Macaya Danús, Javier",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Macaya Danús, Javier",Sr. Macaya D. Javier,Unión Demócrata Independiente,4
114,"Melero Abaroa, Patricio",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Melero Abaroa, Patricio",Sr. Melero A. Patricio,Unión Demócrata Independiente,4
115,"Melo Contreras, Daniel",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Melo Contreras, Daniel",Sr. Melo C. Daniel,Partido Socialista,-3
116,"Morales Muñoz, Celso",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Morales Muñoz, Celso",Sr. Morales M. Celso,Unión Demócrata Independiente,4
117,"Núñez Lozano, Marco Antonio",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Núñez Lozano, Marco Antonio",Sr. Núñez L. Marco Antonio,Partido Por la Democracia,-2
118,"Ortiz Novoa, José Miguel",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Ortiz Novoa, José Miguel",Sr. Ortiz N. José Miguel,Partido Demócrata Cristiano,0
119,"Pacheco Rivas, Clemira",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Pacheco Rivas, Clemira",Sra. Pacheco R. Clemira,Partido Socialista,-3
120,"Pérez Arriagada, José",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Pérez Arriagada, José",Sr. Pérez A. José,Partido Radical Social Demócrata,-4
121,"Pérez Lahsen, Leopoldo",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Pérez Lahsen, Leopoldo",Sr. Pérez L. Leopoldo,Renovación Nacional,2
122,"Pilowsky Greene, Jaime",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Pilowsky Greene, Jaime",Sr. Pilowsky G. Jaime,Partido Demócrata Cristiano,0
123,"Poblete Zapata, Roberto",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Poblete Zapata, Roberto",Sr. Poblete Z. Roberto,Independientes,1
124,"Provoste Campillay, Yasna",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Provoste Campillay, Yasna",Sra. Provoste C. Yasna,Partido Demócrata Cristiano,0
125,"Robles Pantoja, Alberto",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Robles Pantoja, Alberto",Sr. Robles P. Alberto,Partido Radical Social Demócrata,-4
126,"Rubilar Barahona, Karla",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Rubilar Barahona, Karla",Sra. Rubilar B. Karla,Independientes,1
127,"Sabag Villalobos, Jorge",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Sabag Villalobos, Jorge",Sr. Sabag V. Jorge,Partido Demócrata Cristiano,0
128,"Sabat Fernández, Marcela",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Sabat Fernández, Marcela",Sra. Sabat F. Marcela,Renovación Nacional,2
129,"Saldívar Auger, Raúl",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Saldívar Auger, Raúl",Sr. Saldívar A. Raúl,Partido Socialista,-3
130,"Sandoval Plaza, David",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Sandoval Plaza, David",Sr. Sandoval P. David,Unión Demócrata Independiente,4
131,"Schilling Rodríguez, Marcelo",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Schilling Rodríguez, Marcelo",Sr. Schilling R. Marcelo,Partido Socialista,-3
132,"Silber Romo, Gabriel",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Silber Romo, Gabriel",Sr. Silber R. Gabriel,Partido Demócrata Cristiano,0
133,"Soto Ferrada, Leonardo",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Soto Ferrada, Leonardo",Sr. Soto F. Leonardo,Partido Socialista,-3
134,"Tarud Daccarett, Jorge",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Tarud Daccarett, Jorge",Sr. Tarud D. Jorge,Partido Por la Democracia,-2
135,"Teillier Del Valle, Guillermo",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Teillier Del Valle, Guillermo",Sr. Teillier D. Guillermo,Partido Comunista,-5
136,"Torres Jeldes, Víctor",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Torres Jeldes, Víctor",Sr. Torres J. Víctor,Partido Demócrata Cristiano,0
137,"Trisotti Martínez, Renzo",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Trisotti Martínez, Renzo",Sr. Trisotti M. Renzo,Unión Demócrata Independiente,4
138,"Turres Figueroa, Marisol",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Turres Figueroa, Marisol",Sra. Turres F. Marisol,Unión Demócrata Independiente,4
139,"Ulloa Aguillón, Jorge",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Ulloa Aguillón, Jorge",Sr. Ulloa A. Jorge,Unión Demócrata Independiente,4
140,"Urízar Muñoz, Christian",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Urízar Muñoz, Christian",Sr. Urízar M. Christian,Partido Socialista,-3
141,"Urrutia Bonilla, Ignacio",A Favor,6 de jul de 2017 - 12:18,P. Resolución N° 947,Solicita a S.E. la Presidenta de la República solidarizar...,,,APROBADO,66,1,2,Ver,1.0,2017-07-06 12:18:00,2017-07-06 12:18:00 - P. Resolución N° 947,"Urrutia Bonilla, Ignacio",Sr. Urrutia B. Ignacio,Unión Demócrata Independiente,4
